number ,clean_text,airsentiment_line_x,Polarity,Analysis
387,brilliant brisk boston cue vx363 http co rmznivgmg6,neutral,0.6597,Positive
388,atlantic ploughs lone furrow middleeast http co fvudmh27pf thenationaluae,neutral,-0.2732,Neutral
389,atlantic ploughs lone furrow middleeast http co dcobokn7ee thenationaluae,neutral,-0.2732,Neutral
390,atlantic ploughs lone furrow middleeast http co vw4p4t4tlh thenationaluae,neutral,-0.2732,Neutral
391,omg omg nonstop dallas austin virgin,positive,0,Neutral
392,planes really pretty thought u know,positive,0.5413,Positive
393,flying hawaii,neutral,0,Neutral
394,pulling hair trying book flight u site not work iphone ipad not computer help,negative,-0.3089,Neutral
395,thank,positive,0.3612,Neutral
396,get help support ticket 15 days incident 150202 000419 thank,negative,0.7845,Positive
397,good home texas moodlighting http co n3bvzty3zi,positive,0.4404,Neutral
398,cannot even open laptop seat 4c paid premium let,negative,0,Neutral
399,seat 4c cannot even open laptop paid extra seat,negative,0,Neutral
400,guys starting flights end month guess still road tripping feb 27,neutral,0,Neutral
401,thanks needing way make austin trips dca come,positive,0.4404,Neutral
402,announced new route austin w fares 39 way http co ga8pbamu0c,neutral,0,Neutral
403,really sprint thought guys kewl 0 0,neutral,0.3182,Neutral
404,cool never ur planes,positive,0.3182,Neutral
405,39 dollar lax las fares,neutral,0,Neutral
406,great well deserved,positive,0.7351,Positive
407,fyi info virginamerica com email address say contact password reset emails not exist emails bounce,negative,0.2023,Neutral
408,status match 2 weeks gone no news flt next week hope flt count towards requirement cust svc no help,negative,-0.1426,Neutral
409,website sucks donkey dicks thought know best,negative,0.4019,Neutral
410,still develop app favorite airline,neutral,0.4588,Neutral
411,crap channels pay watch uk tv,negative,-0.4588,Neutral
412,got set thanks,positive,0.4404,Neutral
413,no channel year,neutral,-0.296,Neutral
414,thing see passbook virgin mobile mexico integrate,neutral,0,Neutral
415,giants virgin america match made heaven,positive,0.5106,Positive
416,thank goodness also see friday nwk gt sf boom,positive,0.765,Positive
417,come not iphone app still using making waste paper,negative,-0.4215,Neutral
418,back seat entertainment system not accept credit cards apostrophe surname apostrophefail,negative,-0.1451,Neutral
419,vx use 6 lga slots instead 4 today adding aus makes less likely,negative,0,Neutral
420,helping step tinder game tindertips tinderchamp http co jbmvvha63a,neutral,0.296,Neutral
421,luv ur people product 1 thing u charge herbal tea not black tea not caffeine drinker,positive,0,Neutral
422,thank see soon excited see expansion destinations spread wings,positive,0.5994,Positive
423,announces new nonstop connecting austinairport amp dallaslovefield 39 intro http co qxnoaqtyn8 http co jk7qmdfqgf,neutral,0,Neutral
424,adds austin dallas love field route http co xwjol55flh http co y8aormfkac,neutral,0.6369,Positive
425,sad learn no longer fly sfo gt phl hope returns,negative,-0.0772,Neutral
426,tweet cancelled flight chng fee flight rebook one affiliates afiliates,neutral,-0.25,Neutral
427,incredible customer service ever experienced refreshing,positive,0,Neutral
428,see virginamerica come philadelphia phl,neutral,0,Neutral
429,dreaming really open route dallas austin mean houston might next,positive,0,Neutral
430,omg finally,positive,0,Neutral
431,start 5xweekly a319 flights dallas dallaslovefield austin 28apr avgeek,neutral,0,Neutral
432,nice see expanding texas not forget us sandiego would love see flights,neutral,0.8256,Positive
433,kinda sucked earphone jack not work flight may want look future passengers,negative,-0.3415,Neutral
434,poor experience first computer problem seat malfunction stuck missing meeting san diego,negative,-0.8402,Negative
435,battle dallaslovefield austinairport route http co 6rlz0ebk2x via usatoday,neutral,-0.3818,Neutral
436,thankyou dal aus route makes day,positive,0,Neutral
437,virginamerica awesome deals dal aus 39 way https co xcvqxykg49,positive,0.6249,Positive
438,miss nerdbird san jose,neutral,-0.1531,Neutral
439,love taking backyard consumers win biz competes,positive,0.8402,Positive
440,flying love austin excellent news,positive,0.836,Positive
441,make every vx plane nerdbird austin one getting nerd love,neutral,0.4588,Neutral
442,please add frequency pdx portland,neutral,0.3182,Neutral
443,congrats vx new route,positive,0.5267,Positive
444,tried offered charge additional 1k new ticket stranded thurs 1st time last time,negative,0,Neutral
445,u help flights get 2y old battling cancer needs treatment freyabevan fund,neutral,-0.5859,Negative
446,never bad experience one took cake extortion carry items well,negative,0.6059,Positive
447,spend 5 hours worrying items carryon would broken stolen since could not carry plane lock bag,negative,-0.8271,Negative
448,group e told no room bins got plane room least 4 bags row,negative,-0.296,Neutral
449,thanks making flight lax jfk nightmare forcing check carry bag gate 1,negative,0.4404,Neutral
450,lots flights book site not working phone waiting 10 minutes,negative,0,Neutral
451,flight artisanal cheese wine pairing,positive,0,Neutral
452,virgin america fly direct seattle nyc boston,neutral,0,Neutral
453,classy,positive,0.4404,Neutral
454,sure lot 747 777 jfk lhr flights go lot faster 513mph strong tailwind,positive,0.6808,Positive
455,minus 32 minutes elevate silver upgrade window opens freeneversucks,positive,0,Neutral
456,save 871 tomorrow,neutral,0.4939,Neutral
457,taking 12 years fly home dallas get shit together,negative,-0.5574,Negative
458,jezziegoldz club virgin bumping new york http co haqc7gdg7c,neutral,0,Neutral
459,jezziegoldz would rough trip luckily virginamerica flight weather,positive,0.5106,Positive
460,thestarter,neutral,0,Neutral
461,please come minneapolis st paul,neutral,0.3182,Neutral
462,yes fyi bff,neutral,0.8126,Positive
463,another perfect flight come planes sun visors stay carriers make raise,positive,0.5719,Positive
464,nice rt man steel might faster wifi saying sciencebehindtheexperience http co fgrbpazsix,positive,0.4215,Neutral
465,love dancing little richard cool beans,positive,0.7369,Positive
466,use passbook still love though lt 3 use email future,positive,0.6369,Positive
467,thanks free birthday points right,positive,0.7351,Positive
468,application ios looking saw virgin mexico lt 3,neutral,0,Neutral
469,man steel flies cities though frequency,negative,0,Neutral
470,thanks much sharing added site http co tsvibtvt8h,positive,0.6908,Positive
471,good point,neutral,0.4404,Neutral
472,heard virgin mobile hotspot,neutral,0,Neutral
473,got cheese plate flights,neutral,0,Neutral
474,flights,neutral,0,Neutral
475,dad segway best part whole infographic,positive,0.6369,Positive
476,plans short haul airline europe would defiantly fly guys,positive,0,Neutral
477,wifi better seating,positive,0.4404,Neutral
478,come abc one network channels not,neutral,0,Neutral
479,started flight scolding using overhead bin offered person seated next,negative,0,Neutral
480,not great return calls day could not ask myvxexperience,positive,-0.5096,Negative
481,airlines not cancelled flighting flights bos helping customers get home virgin saying good luck,negative,0.8334,Positive
482,dear virgin customer stranded sf 3 days amp 1000cost least accommodate,neutral,0.3818,Neutral
483,use next airline commercial lol http co pxexilsjbs,neutral,0.4215,Neutral
484,grouping virgin others bos weather exposed actual cus serv model never flight booking problems virgin,negative,0.2401,Neutral
485,one travelers affected boston storm shocked virgin complete apathy toward customers,negative,-0.6249,Negative
486,umm no reason someone different contact contact get definitive answer,negative,-0.296,Neutral
487,virginamerica trying make change advance not 24 hours prior tried online earlier wanted 300 change fees,negative,0,Neutral
488,loyal driving nyc pa fly virgin since cut philly flights,positive,0.25,Neutral
489,virginamerica way change main cabin main cabin select flight without paying change fee penalty,neutral,-0.4588,Neutral
490,guys perfect always lt 3 wervirgin,positive,0.5719,Positive
491,thanks best customer service left industry,positive,0.7964,Positive
492,give silver status 12 months,neutral,0,Neutral
493,really wish would fly fargo fargoairport fares amazings,positive,0.4576,Neutral
494,mood lighting point reclining seat kickin feet,negative,0,Neutral
495,flight 6000 scheduled 1pm departure still says time no plane gate update long delay,negative,-0.5423,Negative
496,group got cancelled flightlation fees waived not ticket booked 2 18 reps no help either,negative,-0.5037,Negative
497,sign bonuses enroll elevate,neutral,0.5574,Positive
498,got 1pm newark home la folks ewr incredible letsgohome,positive,0,Neutral
499,morning question regarding elevate points amp flights dm,neutral,0,Neutral
500,still waiting see starryeyes dev,neutral,0,Neutral
501,wondering guys recieved dm able potentially respond asap,neutral,0,Neutral
502,flying lax sfo looking awesome movie lineup actually wish long haul,positive,0.7783,Positive
503,book town fares 59 way restr http co xrdtov7nl8 http co 4y78byackc jenniferdawnpro,neutral,0,Neutral
504,thanks,positive,0.4404,Neutral
505,thanks taking care mr happy customer,positive,0.8689,Positive
506,still no refund word via dm please resolve issue cancelled flightled flight useless assistant trip,negative,-0.2732,Neutral
507,delayed due lack crew delayed long line deicing still need improve service united,negative,0.1531,Neutral
508,thanks filled luck common,positive,0.7096,Positive
509,eri ord express connections hugely popular could eri ewr hop,negative,0.4754,Neutral
510,even international flight glasgow u orlando newark 90 mins,neutral,0,Neutral
511,think boarded flight au1066 early think,negative,0,Neutral
512,understand tough no way get airport w serious risk accident steep price,neutral,-0.802,Negative
513,gate agent hooked alternate flights way prevent constant issues would rock,negative,0.0258,Neutral
514,flying gla mco weeks long airport departure international domestic ta,neutral,0.5423,Positive
515,thanks,positive,0.4404,Neutral
516,thanks ticket,positive,0.4404,Neutral
517,not law policy,neutral,0,Neutral
518,worst nonrefundable first class tickets oh select global fc system auto selects economy w upgrade,negative,-0.6249,Negative
519,cheertymedad buy tix 3 days flight not transfer tix flawed security logic flawed customer service,negative,0.2153,Neutral
520,start claim 8 10 weeks unrealistic really supposed go long car seat child ridiculous,negative,-0.3612,Neutral
